x,y,ackley_2d
-5.0,-5.0,12.642411176571153
-4.898989898989899,-5.0,12.8202872895618
-4.797979797979798,-5.0,13.299513059056833
-4.696969696969697,-5.0,13.73792111452005
-4.595959595959596,-5.0,13.971675518344572
-4.494949494949495,-5.0,13.989682636453523
-4.393939393939394,-5.0,13.803336400209686
-4.292929292929293,-5.0,13.39975252911355
-4.191919191919192,-5.0,12.798879783352337
-4.090909090909091,-5.0,12.186064354763309
-3.9898989898989896,-5.0,11.909039329727428
-3.888888888888889,-5.0,12.134520356204868
-3.787878787878788,-5.0,12.626389348964494
-3.686868686868687,-5.0,13.05152661214722
-3.5858585858585856,-5.0,13.266949311300506
-3.484848484848485,-5.0,13.268896143853185
-3.383838383838384,-5.0,13.06673400332236
-3.282828282828283,-5.0,12.646581114662254
-3.1818181818181817,-5.0,12.03866660117758
-3.080808080808081,-5.0,11.4500454111077
-2.9797979797979797,-5.0,11.230025684393812
-2.878787878787879,-5.0,11.506183588255462
-2.7777777777777777,-5.0,12.013069832115056
-2.676767676767677,-5.0,12.429761791443132
-2.5757575757575757,-5.0,12.63327980798681
-2.474747474747475,-5.0,12.625811280053611
-2.3737373737373737,-5.0,12.41433244143715
-2.272727272727273,-5.0,11.984631523231455
-2.1717171717171717,-5.0,11.378741287011465
-2.070707070707071,-5.0,10.82533923936758
-1.9696969696969697,-5.0,10.671086111832892
-1.868686868686869,-5.0,11.002275274112012
-1.7676767676767677,-5.0,11.528239425156594
-1.6666666666666665,-5.0,11.942949848415292
-1.5656565656565657,-5.0,12.142346795534582
-1.4646464646464645,-5.0,12.133250369446657
-1.3636363636363638,-5.0,11.919970237830622
-1.2626262626262625,-5.0,11.488724531697857
-1.1616161616161618,-5.0,10.894863984635414
-1.0606060606060606,-5.0,10.388198659479507
-0.9595959595959593,-5.0,10.308281378248033
-0.858585858585859,-5.0,10.698641096148014
-0.7575757575757578,-5.0,11.247756841539527
-0.6565656565656566,-5.0,11.666717787018008
-0.5555555555555554,-5.0,11.869113302572375
-0.45454545454545503,-5.0,11.865161054323384
-0.3535353535353538,-5.0,11.656320028332935
-0.2525252525252526,-5.0,11.230097877911621
-0.15151515151515138,-5.0,10.656649203580145
-0.050505050505050164,-5.0,10.206002231162387
0.050505050505050164,-5.0,10.206002231162387
0.15151515151515138,-5.0,10.656649203580145
0.2525252525252526,-5.0,11.230097877911621
0.3535353535353538,-5.0,11.656320028332935
0.45454545454545414,-5.0,11.865161054323382
0.5555555555555554,-5.0,11.869113302572375
0.6565656565656566,-5.0,11.666717787018008
0.7575757575757578,-5.0,11.247756841539527
0.8585858585858581,-5.0,10.69864109614802
0.9595959595959593,-5.0,10.308281378248033
1.0606060606060606,-5.0,10.388198659479507
1.1616161616161618,-5.0,10.894863984635414
1.262626262626262,-5.0,11.488724531697855
1.3636363636363633,-5.0,11.919970237830622
1.4646464646464645,-5.0,12.133250369446657
1.5656565656565657,-5.0,12.142346795534582
1.666666666666667,-5.0,11.942949848415289
1.7676767676767673,-5.0,11.528239425156595
1.8686868686868685,-5.0,11.002275274112012
1.9696969696969697,-5.0,10.671086111832892
2.070707070707071,-5.0,10.82533923936758
2.1717171717171713,-5.0,11.378741287011465
2.2727272727272725,-5.0,11.984631523231453
2.3737373737373737,-5.0,12.41433244143715
2.474747474747475,-5.0,12.625811280053611
2.5757575757575752,-5.0,12.633279807986812
2.6767676767676765,-5.0,12.429761791443134
2.7777777777777777,-5.0,12.013069832115056
2.878787878787879,-5.0,11.506183588255462
2.9797979797979792,-5.0,11.230025684393809
3.0808080808080813,-5.0,11.4500454111077
3.1818181818181817,-5.0,12.03866660117758
3.282828282828282,-5.0,12.646581114662249
3.383838383838384,-5.0,13.06673400332236
3.4848484848484844,-5.0,13.268896143853183
3.5858585858585865,-5.0,13.266949311300504
3.686868686868687,-5.0,13.05152661214722
3.787878787878787,-5.0,12.626389348964496
3.8888888888888893,-5.0,12.134520356204868
3.9898989898989896,-5.0,11.909039329727428
4.09090909090909,-5.0,12.186064354763303
4.191919191919192,-5.0,12.798879783352337
4.292929292929292,-5.0,13.399752529113545
4.3939393939393945,-5.0,13.80333640020969
4.494949494949495,-5.0,13.989682636453523
4.595959595959595,-5.0,13.971675518344572
4.696969696969697,-5.0,13.73792111452005
4.797979797979798,-5.0,13.299513059056833
4.8989898989899,-5.0,12.820287289561794
5.0,-5.0,12.642411176571153
-5.0,-4.898989898989899,12.8202872895618
-4.898989898989899,-4.898989898989899,12.97324222518393
-4.797979797979798,-4.898989898989899,13.399569693236831
-4.696969696969697,-4.898989898989899,13.788851171825888
-4.595959595959596,-4.898989898989899,13.99245511512453
-4.494949494949495,-4.898989898989899,14.00032186648107
-4.393939393939394,-4.898989898989899,13.82279332230129
-4.292929292929293,-4.898989898989899,13.448185861892155
-4.191919191919192,-4.898989898989899,12.894603107606272
-4.090909090909091,-4.898989898989899,12.330201652390192
-3.9898989898989896,-4.898989898989899,12.070459832732094
-3.888888888888889,-4.898989898989899,12.266632764815869
-3.787878787878788,-4.898989898989899,12.704515078698337
-3.686868686868687,-4.898989898989899,13.081899447549459
-3.5858585858585856,-4.898989898989899,13.269075769995213
-3.484848484848485,-4.898989898989899,13.262639516168882
-3.383838383838384,-4.898989898989899,13.07109671106602
-3.282828282828283,-4.898989898989899,12.681861934976762
-3.1818181818181817,-4.898989898989899,12.122368598333033
-3.080808080808081,-4.898989898989899,11.580471225664677
-2.9797979797979797,-4.898989898989899,11.37308029315182
-2.878787878787879,-4.898989898989899,11.615945804481417
-2.7777777777777777,-4.898989898989899,12.06825555827532
